iso3c,year,commodity,hs2_code,export_value,export_share
ALB,2013,"Coffee, tea, mate",09,1098572,0.11718798148696319
ALB,2013,Cereals,10,96543,0.010298532364465767
ALB,2013,Sugars and sugar confectionery,17,157072,0.01675534296169963
ALB,2013,Cocoa and cocoa preparations,18,99949,0.010661860635115846
ALB,2013,"Ores, slag and ash",26,142657351,15.217688970743119
ALB,2013,"Mineral fuels, oils",27,723431623,77.17062845512878
ALB,2013,"Pearls, precious stones",71,3261290,0.3478916194328803
ALB,2013,Copper and articles,74,28904443,3.083323925218359
ALB,2013,Aluminum and articles,76,37737412,4.025563312028617
ALB,2014,"Coffee, tea, mate",09,149444,0.1032375582608405
ALB,2014,Cocoa and cocoa preparations,18,11252,0.00777300531002233
ALB,2014,"Ores, slag and ash",26,87443209,60.40673017084895
ALB,2014,"Mineral fuels, oils",27,38188746,26.381205602656777
ALB,2014,"Pearls, precious stones",71,1549600,1.0704807170645754
ALB,2014,Copper and articles,74,7551385,5.216579781640862
ALB,2014,Aluminum and articles,76,9863759,6.813993164217965
ALB,2015,"Coffee, tea, mate",09,601405,0.19113285305337088
ALB,2015,Cereals,10,31537,0.010022791275004626
ALB,2015,Sugars and sugar confectionery,17,45859,0.014574473953782452
ALB,2015,"Ores, slag and ash",26,91270400,29.006695905957518
ALB,2015,"Mineral fuels, oils",27,170012977,54.031917510009265
ALB,2015,"Pearls, precious stones",71,2948323,0.9370081504358521
ALB,2015,Copper and articles,74,10720306,3.4070263323137824
ALB,2015,Aluminum and articles,76,39022059,12.40162198300142
ALB,2016,"Coffee, tea, mate",09,855116,0.22246346188606986
ALB,2016,Cereals,10,235894,0.061369212923337364
ALB,2016,Sugars and sugar confectionery,17,108979,0.02835152846266706
ALB,2016,Cocoa and cocoa preparations,18,2302,5.988788529997483e-4
ALB,2016,"Ores, slag and ash",26,98837743,25.713220747577715
ALB,2016,"Mineral fuels, oils",27,219792606,57.18034047745682
ALB,2016,"Pearls, precious stones",71,5626221,1.463694517464421
ALB,2016,Copper and articles,74,10288552,2.67662737653704
ALB,2016,Aluminum and articles,76,48637507,12.653333798838934
ALB,2017,"Coffee, tea, mate",09,2808609.41,0.312264739316461
ALB,2017,"Ores, slag and ash",26,714652278.83,79.4559424162738
ALB,2017,"Mineral fuels, oils",27,77399797.7,8.605407204676894
ALB,2017,"Pearls, precious stones",71,1158317.93,0.12878324952170286
ALB,2017,Copper and articles,74,42659745.35,4.742964334447758
ALB,2017,Aluminum and articles,76,60753385.24,6.754638055763379
ALB,2018,"Coffee, tea, mate",09,601633.4,0.0715930686866132
ALB,2018,"Ores, slag and ash",26,393748007.0500001,46.85515816433681
ALB,2018,"Mineral fuels, oils",27,382527601.43,45.519954250717106
ALB,2018,"Pearls, precious stones",71,1437348.02,0.17104129445344537
ALB,2018,Copper and articles,74,15479217.77,1.841993315235912
ALB,2018,Aluminum and articles,76,46557655.17,5.5402599065701175
ALB,2019,"Coffee, tea, mate",09,6949849.4399999995,1.0549867631803478
ALB,2019,Cocoa and cocoa preparations,18,114925.42,0.01744567244221366
ALB,2019,"Ores, slag and ash",26,443596117.46999997,67.33786626160992
ALB,2019,"Mineral fuels, oils",27,131128966.67,19.905369936527293
ALB,2019,"Pearls, precious stones",71,1573797.87,0.23890243020450613
ALB,2019,Copper and articles,74,33908373.87,5.147289290603737
ALB,2019,Aluminum and articles,76,41489736,6.298139645431967
ALB,2020,"Coffee, tea, mate",09,9873488.31,1.073432598930931
ALB,2020,Cocoa and cocoa preparations,18,186965.45,0.020326636605274014
ALB,2020,"Ores, slag and ash",26,423678888.55,46.0618087720605
ALB,2020,"Mineral fuels, oils",27,175034091.96,19.029475129255346
ALB,2020,"Pearls, precious stones",71,3184999.66,0.34626895331057844
ALB,2020,Copper and articles,74,49494588.74,5.380986269096601
ALB,2020,Aluminum and articles,76,258352125.76999998,28.087701640740775
ALB,2021,"Coffee, tea, mate",09,10557430.33,1.5840478128403244
ALB,2021,"Ores, slag and ash",26,388149440.08000004,58.238345164994385
ALB,2021,"Mineral fuels, oils",27,7155527.57,1.0736227891334937
ALB,2021,"Pearls, precious stones",71,4608399.91,0.6914491092956185
ALB,2021,Aluminum and articles,76,256013524.39000002,38.41253512373617
ALB,2022,"Coffee, tea, mate",09,602894.12,0.40122393161151004
ALB,2022,"Ores, slag and ash",26,8396125.96,5.587592507912772
ALB,2022,"Mineral fuels, oils",27,140894045.64999998,93.76449539156985
ALB,2022,Aluminum and articles,76,370682.89,0.2466881689058717
AND,2000,Sugars and sugar confectionery,17,135611,7.559141583054626
AND,2000,"Mineral fuels, oils",27,60501,3.3724080267558527
AND,2000,"Pearls, precious stones",71,1321941,73.68678929765886
AND,2000,Copper and articles,74,67225,3.747212931995541
AND,2000,Aluminum and articles,76,208722,11.634448160535117
AND,2001,"Coffee, tea, mate",09,2062,0.24757973400187064
AND,2001,Sugars and sugar confectionery,17,369914,44.41474768359262
AND,2001,Cocoa and cocoa preparations,18,370,0.04442507351148989
AND,2001,"Mineral fuels, oils",27,105511,12.6684700845157
AND,2001,"Pearls, precious stones",71,65002,7.804644941605042
AND,2001,Copper and articles,74,78292,9.40034555503126
AND,2001,Aluminum and articles,76,211712,25.419786927742017
AND,2002,Sugars and sugar confectionery,17,130558,14.55019202178996
AND,2002,"Ores, slag and ash",26,57,0.006352432981832041
AND,2002,"Mineral fuels, oils",27,2173,0.24217257665826364
AND,2002,"Pearls, precious stones",71,209699,23.370155155389426
AND,2002,Copper and articles,74,87814,9.78653596257191
AND,2002,Aluminum and articles,76,466993,52.04459185060861
AND,2003,Sugars and sugar confectionery,17,3320260,76.03334854644552
AND,2003,"Mineral fuels, oils",27,6476,0.14829921909331836
AND,2003,"Pearls, precious stones",71,418617,9.586252964667642
AND,2003,Copper and articles,74,93292,2.1363697880873773
AND,2003,Aluminum and articles,76,528202,12.095729481706137
AND,2004,Sugars and sugar confectionery,17,9857772,76.70508182531503
AND,2004,Cocoa and cocoa preparations,18,826233,6.429066311512938
AND,2004,"Mineral fuels, oils",27,2577,0.0200520965451257
AND,2004,"Pearls, precious stones",71,1289277,10.032094248121858
AND,2004,Copper and articles,74,176562,1.3738604075283212
AND,2004,Aluminum and articles,76,699103,5.439845110976722
AND,2005,"Coffee, tea, mate",09,44880,0.13261619726009263
AND,2005,Sugars and sugar confectionery,17,28524167,84.28624236969307
AND,2005,Cocoa and cocoa preparations,18,2907398,8.591088829803894
AND,2005,"Ores, slag and ash",26,404,0.0011937821678493186
AND,2005,"Mineral fuels, oils",27,1985,0.0058654891167844
AND,2005,"Pearls, precious stones",71,1528320,4.5160424820977
AND,2005,Copper and articles,74,199571,0.5897136163857831
AND,2005,Aluminum and articles,76,635295,1.877237233474834
AND,2006,"Coffee, tea, mate",09,850.66,0.0017595416914520854
AND,2006,Sugars and sugar confectionery,17,43340573.39000001,89.64750406877468
AND,2006,Cocoa and cocoa preparations,18,1904802.1700000002,3.939974645667368
AND,2006,"Ores, slag and ash",26,887.02,0.0018347502776101248
AND,2006,"Mineral fuels, oils",27,1450.52,0.003000317887622645
AND,2006,"Pearls, precious stones",71,1927461.67,3.986844529002023
AND,2006,Copper and articles,74,320437.21,0.6628060923137178
AND,2006,Aluminum and articles,76,849081.21,1.7562760543855163
AND,2007,Sugars and sugar confectionery,17,469554.28,10.71669330067619
AND,2007,Cocoa and cocoa preparations,18,19334.06,0.4412635558914968
AND,2007,"Ores, slag and ash",26,22281.85,0.508541318421529
AND,2007,"Mineral fuels, oils",27,24882.149999999998,0.5678882752627025
AND,2007,"Pearls, precious stones",71,1088746.8099999996,24.84859821714237
AND,2007,Copper and articles,74,704524.1799999998,16.079439335470195
AND,2007,Aluminum and articles,76,2052198.7199999997,46.837575997135524
AND,2008,Cereals,10,3215.69,0.08617836542128926
AND,2008,Sugars and sugar confectionery,17,23336.88,0.6254129510098229
AND,2008,Cocoa and cocoa preparations,18,5022.21,0.13459190674550506
AND,2008,"Ores, slag and ash",26,38930.94,1.0433234464498404
AND,2008,"Mineral fuels, oils",27,10052.140000000001,0.2693907043856711
AND,2008,"Pearls, precious stones",71,1626391.8399999996,43.58622575737182
AND,2008,Copper and articles,74,768925.7,20.60670025917319
AND,2008,Aluminum and articles,76,1255559.96,33.648176609442864
AND,2009,Cereals,10,2935.28,0.0888789507376104
AND,2009,Sugars and sugar confectionery,17,61866.13,1.8732784336065387
AND,2009,Cocoa and cocoa preparations,18,46.71,0.001414357672506126
AND,2009,"Ores, slag and ash",26,15477.9,0.4686638111599779
AND,2009,"Mineral fuels, oils",27,67740.95,2.0511653259549103
AND,2009,"Pearls, precious stones",71,1881370.24,56.96703990084975
AND,2009,Copper and articles,74,584491.2699999999,17.698131283180253
AND,2009,Aluminum and articles,76,688630.7599999999,20.85142793683846
AND,2010,"Coffee, tea, mate",09,26007.64,0.4312257765519484
AND,2010,Sugars and sugar confectionery,17,10319.54,0.17110555398947747
AND,2010,"Ores, slag and ash",26,15484.010000000002,0.25673626043686143
AND,2010,"Mineral fuels, oils",27,1583.6599999999999,0.026258246165136803
AND,2010,"Pearls, precious stones",71,4361283.610000003,72.31328607615055
AND,2010,Copper and articles,74,934300.82,15.491393937997533
AND,2010,Aluminum and articles,76,682116.5900000001,11.309994148708496
AND,2011,"Coffee, tea, mate",09,435,0.004723488662224823
AND,2011,Sugars and sugar confectionery,17,17862.03,0.1939565429639532
AND,2011,"Ores, slag and ash",26,10327.75,0.11214485064664924
AND,2011,"Mineral fuels, oils",27,3384.49,0.036750804925088025
AND,2011,"Pearls, precious stones",71,7697564.460000002,83.58473207713736
AND,2011,Copper and articles,74,715904.0399999999,7.773711761335507
AND,2011,Aluminum and articles,76,763817.1199999999,8.293980474329233
AND,2012,"Coffee, tea, mate",09,27813.66,0.24856917351954053
AND,2012,Cocoa and cocoa preparations,18,19262.52,0.1721480983194452
AND,2012,"Ores, slag and ash",26,9334.76,0.08342424471296717
AND,2012,"Mineral fuels, oils",27,101190.17000000001,0.9043310706035023
AND,2012,"Pearls, precious stones",71,9453016.780000003,84.48109915311214
AND,2012,Copper and articles,74,934139.5900000001,8.34835493919831
AND,2012,Aluminum and articles,76,644747.4800000001,5.762073320534101
AND,2013,"Coffee, tea, mate",09,348.78,0.004243960590862792
AND,2013,Sugars and sugar confectionery,17,26.57,3.2330418286376624e-4
AND,2013,"Ores, slag and ash",26,4111.47,0.05002843239438799
AND,2013,"Mineral fuels, oils",27,124991.53,1.5208989262906254
AND,2013,"Pearls, precious stones",71,6762479.039999998,82.28595258413796
AND,2013,Copper and articles,74,705508.65,8.584640481429012
AND,2013,Aluminum and articles,76,620800.66,7.553912310974285
AND,2014,"Coffee, tea, mate",09,72.89,0.001480430557301269
AND,2014,"Ores, slag and ash",26,6505.66,0.1321330478723086
AND,2014,"Mineral fuels, oils",27,108301.46,2.199654147130486
AND,2014,"Pearls, precious stones",71,3552959.53,72.16229739424824
AND,2014,Copper and articles,74,635875.5299999999,12.91493435659404
AND,2014,Aluminum and articles,76,619852.5800000001,12.589500623597608
AND,2015,"Coffee, tea, mate",09,1282.44,0.01692985644725557
AND,2015,"Ores, slag and ash",26,8962.15,0.11831189993978003
AND,2015,"Mineral fuels, oils",27,39820.49,0.525681653223056
AND,2015,"Pearls, precious stones",71,5255223.600000003,69.37570657982415
AND,2015,Copper and articles,74,320270.94,4.227988083986465
AND,2015,Aluminum and articles,76,1949460.3099999998,25.735381926579286
AND,2016,"Coffee, tea, mate",09,5853.799999999999,0.10172613708456998
AND,2016,Cereals,10,11.07,1.9237219199941743e-4
