iso3c,year,export_price_shock,n_commodities,total_export_share
ARM,2012,-10.388610037397246,10,100.00000945145972
ARM,2013,-4.369403992873091,8,100
ARM,2014,-14.61437871631184,10,100.01086432096307
ARM,2015,-28.69806604874141,10,100.02348710584397
ARM,2016,2.5106996419779026,10,100.00060272073995
ARM,2017,17.113655952837505,10,100.00167086493593
ARM,2018,2.5026978073404385,10,100.00047993708687
ARM,2019,19.149722782142767,10,100.00103470483782
ARM,2020,14.347561431172553,10,100.00331543434244
ARM,2021,36.849316708804764,10,100.04106534473988
ARM,2022,-6.953253988634672,10,100.0335237651003
ATG,2005,41.893190320098846,6,99.99999999999997
ATG,2007,7.82240183005415,6,100.0274225303602
ATG,2009,-33.84703297965127,6,99.99999999999999
ATG,2010,27.92912431463908,7,100
ATG,2011,25.678472614796252,9,100.00746512152631
ATG,2012,-1.1686532269566923,7,99.99999999999999
ATG,2013,-2.254903657591075,7,99.99999999999999
ATG,2014,-6.565826287744903,7,100.00000000000001
ATG,2015,-20.38340279959757,6,100
ATG,2016,-3.619907111514978,6,100
ATG,2017,10.809703614776227,9,100.0107667291349
ATG,2018,3.523534054589941,6,100
ATG,2019,6.449836018033889,8,100.00102898924213
ATG,2020,6.105854745199386,9,100.00229988153359
ATG,2021,61.192322755719914,5,100
ATG,2022,41.54752601265016,7,99.99999999999999
AUS,2001,-6.769855993495593,10,102.7640965877578
AUS,2002,2.4781166130109846,10,102.75121183833387
AUS,2003,10.426423541416732,10,101.62225301108046
AUS,2004,22.47691591055803,10,103.43995247050614
AUS,2005,43.08566053591353,10,101.55731129740299
AUS,2006,25.702645750069646,10,101.58073782721623
AUS,2007,9.407834785476593,10,101.1575994456208
AUS,2008,42.56855160537239,10,101.8939055755525
AUS,2009,-6.570847049893742,10,103.73946614036352
AUS,2010,51.22753095750733,10,103.53322379282031
AUS,2011,22.141739697555007,10,104.5318701504082
AUS,2012,-9.030560756037987,10,104.95687092756026
AUS,2013,0.007650269632157993,10,104.56514760162774
AUS,2014,-18.991840312134638,10,104.24212909768478
AUS,2015,-36.46563281346539,10,105.56394794092515
AUS,2016,-2.6745925795766627,10,104.24239912672839
AUS,2017,18.63697996751952,10,104.97039290493494
AUS,2018,11.632224509932719,10,103.35768733560357
AUS,2019,14.652140620700798,10,102.20104320766343
AUS,2020,6.626009027274805,10,102.54116908969044
AUS,2021,45.742561749890626,10,104.72062269023395
AUS,2022,10.427730546949265,10,105.95964068215238
AUT,2001,-8.060709985976292,10,103.99204432567572
AUT,2002,3.089572871917206,10,103.83623824234935
AUT,2003,8.786939522549186,10,104.00768013530632
AUT,2004,24.60203473945328,10,103.082356151785
AUT,2005,29.41604738309786,10,102.7516310441111
AUT,2006,28.146825569733256,10,102.10808978817776
AUT,2007,8.439459271020079,10,104.05314147326357
AUT,2008,21.61743279911777,10,104.17855283382966
AUT,2009,-24.451779594359,10,103.97555623575687
AUT,2010,28.55483742122482,10,103.33366253231499
AUT,2011,21.592086341324034,10,103.57608601787202
AUT,2012,-4.472715434606417,10,103.64193279596515
AUT,2013,-7.288724840777349,10,104.28841261511808
AUT,2014,-3.5730579790362698,10,104.70884461985942
AUT,2015,-20.952826122342106,10,104.3675741496611
AUT,2016,-5.937805205750181,10,104.65897828881054
AUT,2017,16.528069796109186,10,104.46951468413994
AUT,2018,12.357678245419564,10,103.79303248761917
AUT,2019,-7.291558938695689,10,104.29450995231963
AUT,2020,-1.194732776300528,10,104.85798697271433
AUT,2021,40.40027600788061,10,104.05494737037013
AUT,2022,19.565929111147145,10,103.77220281002046
AZE,2001,-11.866242334033691,5,100
AZE,2002,0.7503743070918749,5,99.99999999999999
AZE,2003,9.520567759499135,5,100
AZE,2004,25.662000428627586,9,100.00006583850605
AZE,2005,41.508285536425795,9,100.00141127530966
AZE,2006,20.713231102214827,9,100.02551366834663
AZE,2007,6.93768562072525,9,100.00663381755726
AZE,2008,32.483616317140246,10,100.00120926576217
AZE,2009,-34.79155398132333,10,100.00091109731136
AZE,2010,29.938939770041586,10,100.00087639191258
AZE,2011,28.393009864328313,10,100.00013650372453
AZE,2012,2.6859993793182158,10,100.00011201104338
AZE,2013,-0.5941631542985389,10,100.00004818148366
AZE,2014,-7.4523661776217205,10,100.0000158245159
AZE,2015,-43.46875644457009,10,100.00054884822441
AZE,2016,-14.349056255584065,10,100.02275658227425
AZE,2017,22.375638842793105,10,100.00008599176817
AZE,2018,27.021034372518734,10,100.04470372428032
AZE,2019,-8.61561155097476,10,100.01704771124291
AZE,2020,-30.964830671591294,10,100.0002231521707
AZE,2021,62.501490184601316,10,100.04765081515335
AZE,2022,44.65138226358571,10,100.0104534822978
BDI,2001,-20.119084048206986,4,100.00000000000001
BDI,2002,0.9477019527592455,6,100.35682927528279
BDI,2003,11.514521081981885,6,100
BDI,2004,17.00014363183334,8,100.05943175194624
BDI,2005,24.66659559067768,6,100
BDI,2006,24.240405003305032,8,100.0211613425391
BDI,2007,10.946426095767388,8,100.54647660825034
BDI,2008,22.316896612721685,8,100.29562116441299
BDI,2009,6.046898855316325,9,100.19355147847872
BDI,2010,36.30164367959346,8,100.24298462217152
BDI,2011,32.853678950369016,8,100.13966145893282
BDI,2012,3.464637008015068,5,100.00000000000001
BDI,2013,-16.933264996761835,10,100.0002800772785
BDI,2014,27.21124115949375,9,100.193775517694
BDI,2015,-18.388897988273506,8,100.02366171403709
BDI,2016,3.053468467671597,8,100.00301168331181
BDI,2017,-2.785816523965087,7,100
BDI,2018,-3.935578758208838,9,100.13583571637837
BDI,2019,6.555903516895688,8,100.00442896970101
BDI,2020,18.93880220588111,8,100.00274524188258
BDI,2021,25.930183338578058,10,100.00208533976343
BDI,2022,14.363234138568517,10,100.0018546404608
BEL,2001,-5.72231572249782,10,100.81757868651434
BEL,2002,8.98354226242379,10,100.90312446369934
BEL,2003,12.150514821187576,10,101.07557922502637
BEL,2004,20.073229078993954,10,101.04037628606558
BEL,2005,26.079335155549025,10,100.77429923982892
BEL,2006,29.726219081451035,10,100.75263472606431
BEL,2007,10.49379719374042,10,101.06677463737593
BEL,2008,28.282438603286238,10,101.40064535321046
BEL,2009,-17.666920915193877,10,101.25101692658079
BEL,2010,29.36916430405363,10,100.85407901948047
BEL,2011,26.371811888034586,10,100.78314130874323
BEL,2012,1.5958298919076983,10,100.7679813351099
BEL,2013,-6.3047582197658185,10,100.83078309528284
BEL,2014,-7.091784559808945,10,100.92224669112662
BEL,2015,-24.59134573490953,10,101.11219509531477
BEL,2016,-3.2405651244252653,10,101.11462678630943
BEL,2017,11.340539324602014,10,101.09836812749526
BEL,2018,14.350496189801706,10,101.15659139401023
BEL,2019,-1.2438222123534401,10,101.07818738433853
BEL,2020,0.7983522146379555,10,101.5478762544133
BEL,2021,38.072739746723734,10,100.92601976676036
BEL,2022,32.630574521804185,10,100.47007480555247
BEN,2001,-3.0440094953907124,7,100.13865878239558
BEN,2002,13.657006196656727,5,100
BEN,2003,16.365697137104217,7,100.01219613520995
BEN,2004,17.93865505860279,9,100.37544849802738
BEN,2005,12.944071813307215,6,100
BEN,2006,24.101462146880998,8,100.10903162301064
BEN,2007,8.918968623834282,7,117.3961185142117
BEN,2008,80.08552864918612,8,156.15351330949272
BEN,2009,-38.375695189676804,8,181.0971896459806
BEN,2010,5.450018916961378,9,159.6462848131145
BEN,2011,30.214260294832716,8,112.32570334483091
BEN,2012,0.398906118213691,9,117.179827803469
BEN,2013,-10.195998306598828,9,117.59727310905777
BEN,2014,-7.398143613721569,9,105.54707598862919
BEN,2015,-28.611767070939354,9,100.47220514331893
BEN,2016,-2.7712927505828304,9,100.17365554435179
BEN,2017,10.076679158859404,9,100.09341699364187
BEN,2018,15.476930665269286,9,100.46488250007133
BEN,2019,-2.6132847088844016,10,101.22664359233983
BEN,2020,-14.854210498559365,10,100.34135928826234
BEN,2021,44.03328667571729,9,100.4121603511058
BEN,2022,37.40621536924634,10,102.33545772464579
BFA,2001,-5.622293156326414,9,126.29584231612515
BFA,2002,10.954869086906587,8,123.15908738745846
BFA,2003,7.238122199848752,10,104.7329540786706
BFA,2004,12.670681307946033,10,144.02595408379796
BFA,2005,25.393156751672972,10,106.44218001142717
BFA,2006,23.166070970855767,9,110.76642652545536
BFA,2007,10.86416221643554,10,106.85774245754887
BFA,2008,30.22887351488287,9,101.91726719218556
BFA,2009,2.08067596805122,10,101.00467206347612
BFA,2010,25.977348039613606,10,101.02508850553671
BFA,2011,28.12836976192962,9,100.34609932393631
BFA,2012,6.228019849866417,9,100.26965800921288
BFA,2013,-14.351126183021195,10,100.60350139721372
BFA,2014,-10.336890636234676,10,100.94112565162023
BFA,2015,-9.429747380185772,10,100.92803371890814
BFA,2016,7.358131529403116,9,100.32705317160426
BFA,2017,0.8919920430821492,9,100.93507863021756
BFA,2018,1.319502420222378,10,100.13606499605838
BFA,2019,9.445862542284852,10,100.35437324547888
BFA,2020,26.619869185945358,10,100.75153531588386
BFA,2021,3.720920833430365,10,100.0966838231122
BFA,2022,0.14411217322442055,10,100.00751913474137
BGD,2001,-21.316088447875686,6,100.22650300979548
BGD,2002,0.004036640891643032,8,100.34048983348326
BGD,2003,7.86008139766329,9,102.23442567185236
BGD,2004,27.88639889820336,10,104.48768650535666
BGD,2005,37.223713500366664,9,111.34597314136634
BGD,2006,34.5196360252777,10,107.45272332735126
BGD,2007,7.82634375386861,9,102.72689554565139
BGD,2008,34.48092682946933,10,107.54826939997872
BGD,2009,-29.06349164374863,10,102.60712881276707
BGD,2010,36.48098092356216,10,100.66073814602214
BGD,2011,24.39621935752349,10,100.11128392526402
BGD,2012,-6.718850129786357,10,101.7329834434013
BGD,2013,-8.6137026460926,10,101.74889872948755
BGD,2015,-28.700556554968117,9,105.99068876856158
BGR,2001,-11.01220871355651,9,107.59137451661606
BGR,2002,6.10782980494783,9,117.74555145466171
BGR,2003,10.481917561424698,9,106.18327276180248
BGR,2004,38.625045661200105,9,108.00161104130049
BGR,2005,32.66360756288222,10,108.06827327611774
BGR,2006,47.63302568537915,10,104.70475627465781
BGR,2007,7.8415341454803444,10,102.89417248143825
BGR,2008,29.370914139533614,10,108.80682261608148
BGR,2009,-27.702820336711923,10,110.2083768553718
BGR,2010,31.66502996718776,10,111.13593736052425
BGR,2011,25.28886007385931,10,110.10278090159376
BGR,2012,-3.8986617054946695,10,110.89046702100589
BGR,2013,-5.1787752492942705,10,115.17804475979237
BGR,2014,-9.701840406636988,10,113.54450518747767
BGR,2015,-31.29492015411401,10,113.36694229169348
BGR,2016,-11.706401617908398,10,117.5297120712718
BGR,2017,20.16636323958445,10,112.59569256522714
BGR,2018,15.347639770527403,10,114.16696874547289
BGR,2019,-4.704310967246248,10,117.30041147679778
BGR,2020,3.6161631742298312,10,117.74853544278261
BGR,2021,48.04507304900726,10,118.7882411868114
BGR,2022,20.010630913638728,10,113.47369200460594
BHR,2001,-3.8263964492751894,10,100.01082105850836
BHR,2002,-5.482142719771336,10,100.0943504662944
BHR,2003,6.8220725827186826,10,100.01858292680446
BHR,2004,19.736471991280673,10,100.03100570633208
BHR,2005,18.748819945210595,10,100.00826667309605
BHR,2006,33.96795158522198,10,100.0055073288774
BHR,2007,3.565196876466178,10,100.00753768981254
BHR,2008,16.577572842174348,10,100.01283380019754
BHR,2009,-23.170468071087107,10,100.0192676354956
BHR,2010,51.321368592512115,10,100.00844087034363
BHR,2011,12.91287382549075,10,100.01514493930642
BHR,2012,-17.850643209104582,10,100.04723159713765
BHR,2013,-7.14728325026975,10,100.01182509995479
BHR,2014,-7.01188506923147,10,100.00227950484246
BHR,2015,-33.14880597604764,10,100.01366222603242
BHR,2016,-0.5252086858470127,10,100.03075243025424
BHR,2017,20.610977912532164,10,100.01350406069584
BHR,2018,4.296930718132088,10,100.0219450664251
BHR,2019,4.923263429216632,10,100.02585305047913
BHR,2020,1.4732787279362243,10,100.0159470258703
BHR,2021,43.49139726366089,10,100.01754457218294
BHR,2022,1.3814659005933652,10,100.01879955012095
BHS,2001,-11.877419349851865,8,100.00047852814228
BHS,2002,0.715727344801935,10,100.00087115044607
BHS,2003,9.682969564664148,9,100.09385330840537
BHS,2004,25.731250301372317,9,100.18933970624323
BHS,2005,36.0838870629604,2,100
BHS,2006,21.010177269062968,7,100.01071357146364
BHS,2007,7.3622648426883845,7,100.00685036917419
BHS,2008,31.468026482167346,9,100.01878786063293
BHS,2009,-34.64910959972181,9,100.00070965281883
BHS,2010,30.064577212267707,9,100.00090791986771
BHS,2011,28.311763340745024,9,100.00166227022434
BHS,2012,2.9797177601555918,9,100.00318122260913
BHS,2013,-0.5415818998987121,10,100.04069132381021
BHS,2014,-7.659426338590926,7,100.00103992251235
BHS,2015,-43.07247400923191,7,100.03682811229623
BHS,2016,-13.830719924553396,7,100.00181876526746
BHS,2017,21.95450079633491,7,100.00028407360944
BHS,2018,26.553350991649804,9,100.00094215232158
BHS,2019,-8.5360203784237,8,100.03181299495827
BHS,2020,-26.00609423997222,5,100
BHS,2021,62.70803705823418,8,100.00001600763363
BHS,2022,44.42708150910584,7,100
BIH,2003,7.029173569637769,10,100.01734263569713
BIH,2004,23.239101749048086,10,100.15793617687595
BIH,2005,29.524619970068198,10,100.08198773041485
BIH,2006,31.01502747926493,10,100.06116677270808
BIH,2007,5.057185043148599,10,100.13279870137825
BIH,2008,17.5304307372559,10,100.12962660866697
BIH,2009,-30.49722526386451,10,100.75696713562616
BIH,2010,31.639293438336395,10,101.50414366374915
BIH,2011,21.330048346546523,10,100.2510760487808
BIH,2012,-7.8455388701000235,10,100.28061348273688
BIH,2013,-4.831351078264455,10,101.11979910203212
BIH,2014,-4.6749899999078295,10,102.26420890278482
BIH,2015,-27.115705147718973,10,102.46293806649592
BIH,2016,-8.525074647206843,10,103.75998079934445
BIH,2017,21.22689037523282,10,101.34588887512035
BIH,2018,18.058405108736295,10,101.12785023659282
BIH,2019,-9.153904722452472,10,100.63144817088153
BIH,2020,-16.696485191031314,10,101.38680065649366
BIH,2021,53.17202080534585,10,100.97348421693442
BIH,2022,24.767529614710696,10,100.44647711604452
BLR,2001,-10.272042832574895,10,100.13684488770464
BLR,2002,0.8950279095252859,9,100.33471996510725
BLR,2003,9.075932650237469,9,100.58757300696976
BLR,2004,24.059732260145093,9,100.02447081397493
BLR,2005,40.05639644397856,9,100.01091810788475
BLR,2006,20.626932806754063,9,100.00536350632642
BLR,2007,7.154606494943194,9,100.00345617383044
BLR,2008,31.76457950408704,9,100.00673702390483
BLR,2009,-33.74007617563309,9,100.01482259856517
BLR,2010,29.831318156680155,9,100.06350293154918
BLR,2011,28.0221100706267,9,100.0168727419086
BLR,2012,2.3128313605566713,9,100.01692206327235
BLR,2013,-1.2212754401981973,9,100.00952359070885
BLR,2014,-6.9259729198854485,9,100.00825732840899
BLR,2015,-41.89341344547259,9,100.08994633638352
BLR,2016,-13.324203403529053,9,100.42871540445613
BLR,2017,21.7762781088433,9,100.00625943693281
BLR,2018,26.075700086184078,9,100.02931974402233
BLR,2019,-8.686477455717,9,100.03937027851744
BLR,2020,-28.084896631297376,9,100.38160210264826
BLR,2021,37.677432211680234,8,103.74501558501387
BLZ,2001,9.164032636814088,6,101.46698290928637
BLZ,2002,-1.720814650521149,6,100.21543281567509
BLZ,2003,2.695582703422934,6,99.99999999999999
BLZ,2004,-4.091105774395072,9,100.07480090085129
BLZ,2005,5.247298525485157,9,100.05332269198047
BLZ,2006,12.477500550595298,9,100.48857146990873
BLZ,2007,2.152829468800457,7,100.00000000000001
BLZ,2008,25.75174351391177,6,100.2134120257156
BLZ,2009,-15.616262404559796,8,100.01684595706776
BLZ,2010,28.750566622734517,8,101.54574396512521
BLZ,2011,27.137366541780953,8,100.53981162096838
BLZ,2012,-5.833193239989063,9,102.85884569702202
BLZ,2013,-11.298783486536584,8,100.56099415536288
BLZ,2014,4.389277135424629,9,100.02304201097394
BLZ,2015,-12.17267420717342,9,100.08351115423936
BLZ,2016,4.501382071579699,10,101.62632020089609
BLZ,2017,5.27923747678357,9,102.65995241388592
BLZ,2018,2.634726995581244,9,102.85311566882969
BLZ,2019,0.474946711377509,9,100.9431120550779
BLZ,2020,0.55088511394869,8,101.06547332967402
BLZ,2021,29.56221619639135,9,101.66761851144425
BLZ,2022,14.483970546599354,8,102.48404341157173
BOL,2001,-5.074732375685219,10,100.59583961669665
BOL,2002,3.0260097375485104,10,100.42701755990487
BOL,2003,10.289293279203212,10,100.46551947354087
BOL,2004,22.34211994823017,10,100.63229581243561
BOL,2005,43.98856107469469,10,100.35442957252893
BOL,2006,21.223179420125724,10,100.48688890071932
BOL,2007,8.568993298387156,10,100.55399867792082
BOL,2008,42.370347257529176,10,100.5266436205604
BOL,2009,-7.570465035867641,10,101.3364106423367
BOL,2010,48.021126565163385,10,101.02765412412711
BOL,2011,23.957333886508337,10,100.89993690997392
BOL,2012,-2.3274615399087963,10,101.10513579199304
BOL,2013,-1.0401955941756216,10,101.76406026358748
BOL,2014,-12.176672338443632,10,101.9495580119592
BOL,2015,-38.27099059889265,10,101.99557019675872
BOL,2016,-3.580409339249544,10,101.7477278106106
BOL,2017,17.56843235117251,10,101.30413024285953
BOL,2018,12.364033612430577,10,101.27953327035874
BOL,2019,8.75651959463982,10,101.41455436581104
BOL,2020,0.158710368246521,10,102.04423185686082
BOL,2021,34.904009229907444,10,101.06023712941936
BOL,2022,8.048056853111397,10,100.57815232142642
BRA,2001,-3.5816932774572052,10,104.53643417714015
BRA,2002,0.7048215287119132,10,102.29116036891992
BRA,2003,7.40463349004198,10,103.01276178928089
BRA,2004,18.121667801066707,10,104.58894359451733
BRA,2005,40.758087242776924,10,100.7887246423205
BRA,2006,19.024358176031196,10,101.72944482940244
BRA,2007,8.248992574078239,10,104.92220521538866
BRA,2008,41.03892243243814,10,103.47677736381813
BRA,2009,-1.0751219341485116,10,103.28277768671799
BRA,2010,50.047628588778956,10,103.15159098241817
BRA,2011,22.462210820112265,10,103.58958024412604
BRA,2012,-12.913882528373536,10,106.69786484645051
BRA,2013,-5.233951227045808,10,108.06899083942788
BRA,2014,-8.531835091736975,10,105.65932401788858
BRA,2015,-30.512015307664715,10,109.87348734106504
BRA,2016,-0.7885696022089769,10,107.45552145216587
BRA,2017,13.705190215513715,10,107.04915892159954
BRA,2018,10.964199245110128,10,105.97276918240992
BRA,2019,6.485092800591271,10,109.20893393384861
BRA,2020,1.2367667050244655,10,107.50592961703725
BRA,2021,46.813355183053226,10,103.98123967803944
BRA,2022,19.153737339304108,10,110.26849668198447
BRB,2001,2.072266200524589,10,100.63148501238072
BRB,2002,-0.15799296708336827,10,100.69615297372229
BRB,2003,5.717337892981281,9,100.70713059009984
BRB,2004,9.030949184360122,9,100.66530496999003
BRB,2005,19.214490055292067,10,100.28839622767224
BRB,2006,21.163654647083582,10,100.17724578563785
BRB,2007,4.791368057138392,10,100.16664446803857
BRB,2008,19.733235162004913,10,100.35415397577108
BRB,2009,-3.4723570066606766,10,100.2118036153561
BRB,2010,27.40062869011777,10,100.33634979631924
BRB,2011,26.539428534967794,10,100.03980368723926
BRB,2012,0.014648880644092942,10,100.0746085278733
BRB,2013,-9.053684698076575,10,100.23298354871125
BRB,2014,-3.7617344460891515,10,100.0726349640601
BRB,2015,-16.04994467250018,10,100.02022760420007
BRB,2016,5.26343413752599,10,100.00882694115603
BRB,2017,7.1967605096596206,10,100.03346360626286
BRB,2018,8.635550086603173,10,100.02638682098461
BRB,2019,-0.7617246122138343,10,100.09055202149271
BRB,2020,-12.697304989952448,9,100.1124302001515
BRB,2021,35.57665437172028,9,100.23107514476848
BRB,2022,25.428205065969852,9,100.10773916265424
BRN,2001,-11.879164310166923,8,100.00004468662259
BRN,2002,0.756849312081864,7,100
BRN,2003,9.568549336222345,7,100.00000000000003
BRN,2004,25.756955261524364,8,99.99999999999999
BRN,2006,20.56321503051216,8,100
BRN,2007,7.412759423287082,8,100
BRN,2008,32.630495714180746,10,100.00022672885554
BRN,2009,-35.219745792232715,10,100.00000401865353
BRN,2010,29.93473551872947,10,100.00000236573085
BRN,2011,28.45322382183112,10,100.0005573610829
BRN,2012,3.088682946144741,9,100.00022455006689
BRN,2013,-0.341598197435859,10,100.00001026841635
BRN,2014,-7.675145333388928,10,100.00008896631246
BRN,2015,-43.936007621039444,10,100.00009641812778
BRN,2016,-14.589709639408367,10,100.00133840863653
BRN,2017,22.603649113182016,10,100.003082514458
BRN,2018,27.481595671480672,9,100.03342092015082
BRN,2019,-8.83231491728575,10,100.00299531574011
BRN,2020,-32.29989416238674,10,100.00066863821755
BRN,2021,63.353276823649,10,100.00278891655039
BRN,2022,45.247018074205435,10,100.00002421418152
BWA,2001,-3.359898300343795,10,100.06676682213292
BWA,2002,13.67856912087641,10,100.1048214457764
BWA,2003,16.824394275055344,10,100.06824424387122
BWA,2004,17.963312660332274,10,100.13727323141546
BWA,2005,11.103717830601886,10,100.10115893729837
BWA,2006,42.700970006264555,10,100.10840002944988
BWA,2007,14.57845333520458,10,100.02086140706604
BWA,2008,27.548251296658268,10,100.0368946583332
BWA,2009,11.955851296286983,10,100.11905426863741
BWA,2010,27.736423525682344,10,100.03248706098175
BWA,2011,27.814155493433407,10,100.03356242666952
BWA,2012,5.642002809108028,10,100.02689147179666
BWA,2013,-14.976953521294837,10,100.24865425499713
BWA,2014,-10.517543723575752,10,100.00872199106311
BWA,2015,-8.878419613749191,10,100.00924911986972
BWA,2016,7.543221743786701,10,100.01696030257078
BWA,2017,0.7707994615410645,10,100.01938748024368
BWA,2018,1.019345891633208,10,100.02248353890036
BWA,2019,9.604190445325845,10,100.02254382922321
BWA,2020,26.742991999635873,10,100.04454849214655
BWA,2021,2.773391998743955,10,100.04419964939862
BWA,2022,-0.5448462440473123,10,100.02449762804878
CAF,2001,-3.8735576578866993,4,100
CAF,2002,13.991752757827228,5,99.99999999999999
CAF,2003,17.022446732557594,3,100
CAF,2004,12.76968970167949,5,100.00000000000001
CAF,2005,9.230130361731428,4,100
CAF,2006,35.67938562743017,4,99.99999999999999
CAF,2007,14.870317681793942,5,100.00000000000001
CAF,2008,24.808089122798165,7,100.00000000000001
CAF,2009,11.287417753907157,3,99.99999999999999
CAF,2010,26.046400403417437,4,100
CAF,2011,28.186941609277387,4,100
CAF,2012,6.0840547332452255,4,100
CAF,2013,-15.423387354444777,3,100.00000000000001
CAF,2014,19.534306706640102,3,100
CAF,2015,-21.847080049051684,6,139.16485712932246
CAF,2016,7.250640794928646,3,100
CAF,2017,0.7192749097227814,6,99.99999999999997
CAF,2018,0.9517792212847793,6,100
CAF,2019,9.52350296085583,4,100
CAF,2020,26.878783009890153,6,100.00000000000003
CAF,2021,1.7198222145493514,4,100
CAF,2022,0.09829710495178973,4,100
CAN,2001,-10.015468012809446,10,105.81511227797276
CAN,2002,2.9505109279783825,10,105.08696453881612
CAN,2003,9.400648722691376,10,104.0789468735257
CAN,2004,24.51605999522378,10,104.46340497874786
CAN,2005,36.734383045405195,10,102.95993080648091
CAN,2006,25.726176376561394,10,103.5515442363141
CAN,2007,9.346487191897015,10,104.44756004962812
CAN,2008,35.179880347324435,10,104.87953714486478
CAN,2009,-27.4947144380841,10,105.98446099742078
CAN,2010,30.372734236862996,10,104.09124494379031
CAN,2011,27.14575340497161,10,104.10280159022527
CAN,2012,0.6878649675548,10,104.48963642845098
CAN,2013,-3.325677070824976,10,104.69628676718803
CAN,2014,-9.019028478611524,10,104.8422639037922
CAN,2015,-34.66034172593568,10,105.99460326290533
CAN,2016,-8.881246427854899,10,105.39193226738963
CAN,2017,18.107719692710294,10,104.7876205834282
CAN,2018,20.62162237253605,10,104.86802319530716
CAN,2019,-4.143029577293367,10,104.53435435868978
CAN,2020,-10.214981981530904,10,106.4004852782052
CAN,2021,51.13344110581712,10,104.75307511478889
CAN,2022,33.743809430235544,10,104.10842796012662
CHE,2001,-3.7368012733650424,10,100.01569463089012
CHE,2002,9.88955691836113,10,100.01578111595965
CHE,2003,13.411206577240998,10,100.01163578495179
CHE,2004,17.648666422096348,10,100.01669312019591
CHE,2005,17.640953112173907,10,100.01602421153699
CHE,2006,32.97143707456905,10,100.00764709858105
CHE,2007,11.521272008150941,10,100.00766952165125
CHE,2008,23.294214513739767,10,100.01333785759599
CHE,2009,-6.108487854196551,10,100.01327728267978
CHE,2010,27.95144979606065,10,100.00947747387701
CHE,2011,26.465625815541912,10,100.01213390064129
CHE,2012,4.981774294992761,10,100.00199841248042
CHE,2013,-15.044359281381665,10,100.00191746963911
CHE,2014,-8.48265489269486,10,100.00618191470633
CHE,2015,-9.713841125525859,10,100.00568391349853
CHE,2016,6.707925236423688,10,100.00785612953031
CHE,2017,1.5074473637071304,10,100.00618186609371
CHE,2018,1.7598780333319368,10,100.008729757983
CHE,2019,8.039010552080613,10,100.0117380053134
CHE,2020,24.48981213907442,10,100.0108608214705
CHE,2021,6.333554387421766,10,100.00650313720305
CHE,2022,4.119318054559776,10,100.0047281748506
CHL,2001,-6.720253882186451,10,100.84166940345891
CHL,2002,-0.37339218363524757,10,100.93393598880444
CHL,2003,11.978039565944298,10,100.7943056982822
CHL,2004,41.05554394519159,10,100.46511731382051
CHL,2005,48.1181898165056,10,100.35418898878572
CHL,2006,54.25943608419903,10,100.27671817824583
CHL,2007,7.8023619886117865,10,100.2860108186738
CHL,2008,25.31728664380665,10,100.52414221452085
CHL,2009,-4.543903959204111,10,100.62361015937864
CHL,2010,58.73412969847164,10,100.40264575487166
CHL,2011,16.75650090344698,10,100.41180033053821
CHL,2012,-14.385966027980185,10,100.62720341794929
CHL,2013,-2.3939855145615216,10,100.88030588978386
CHL,2014,-16.381024608397496,10,100.73644365469812
CHL,2015,-29.910171099093674,10,100.35548367559204
CHL,2016,-3.5458551291833236,10,100.29875990673254
CHL,2017,23.29316814568873,10,100.2495936078065
CHL,2018,2.2101962790323997,10,100.260940344465
CHL,2019,15.425350730152891,10,100.20879062902098
CHL,2020,10.625193066064249,10,100.25403556364297
CHL,2021,47.21609614309383,10,100.17658504003866
CHL,2022,-13.557517240590348,10,100.22142512662408
CHN,2001,-10.077168491575694,10,107.31702744092556
CHN,2002,5.522583318608455,10,110.12667540256162
CHN,2003,9.496370895108772,10,111.96491388219039
CHN,2004,24.74304454028163,10,102.6668522247638
CHN,2005,29.826469330259098,10,104.04839451180264
CHN,2006,34.04965837133232,10,102.49148679910346
CHN,2007,9.020947733075399,10,104.02301046520597
CHN,2008,21.707079696348938,10,101.01233627700871
CHN,2009,-24.605718835129473,10,101.41676989086534
CHN,2010,30.63472989603767,10,100.86338597551125
CHN,2011,23.889066556659373,10,100.66754833773174
CHN,2012,-0.566380264939749,10,100.40981619265474
CHN,2013,-9.571231643392219,10,100.44600569905793
CHN,2014,-6.32383397788329,10,100.33997432551996
CHN,2015,-20.890032851295068,10,100.35096397032588
CHN,2016,-4.444521554653696,10,100.52650887695397
CHN,2017,16.840425573468046,10,100.75271947171738
CHN,2018,14.275068891570534,10,100.88370429673566
CHN,2019,-5.749958876903135,10,101.04203758080149
CHN,2020,-5.833088588458764,10,101.09601211716235
CHN,2021,41.27497262645398,10,100.86121948661216
CHN,2022,21.278963931683517,10,100.68419780668306
CIV,2001,8.120965190425068,10,100.11928762596831
CIV,2002,49.869578108428485,10,100.06751163142484
CIV,2003,0.658940775459723,10,100.0214025852101
CIV,2004,2.4565669857880197,10,100.11666020489386
CIV,2005,20.577127706806365,10,100.09132210115855
CIV,2006,13.386536946305647,10,100.05209934928993
CIV,2007,14.257527716317815,10,100.0157626631091
CIV,2008,31.94182498055485,10,100.15194942379567
CIV,2009,-8.137293696853726,10,100.20295958895449
CIV,2010,17.61394377878081,10,100.07854980562058
CIV,2011,9.959332015965435,10,100.21079335318402
CIV,2012,-8.022980892013974,10,100.21319932535737
