Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
5005333,WHOSIS_000015,COUNTRY,SVK,EUR,YEAR,Europe,SEX,SEX_FMLE,2021,NA,NA,NA,NA,NA,NA,20.9 [20.9-21.0],20.9301489,20.88122669,21.02413683,NA,2024-08-02T10:09:37.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
5006475,WHOSIS_000015,COUNTRY,BOL,AMR,YEAR,Americas,SEX,SEX_BTSX,2008,NA,NA,NA,NA,NA,NA,18.7 [18.1-19.2],18.65091749,18.14813311,19.22716763,NA,2024-08-02T10:09:37.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
5006594,WHOSIS_000015,REGION,WPR,NA,YEAR,NA,SEX,SEX_BTSX,2009,NA,NA,NA,NA,NA,NA,20.3 [20.1-20.6],20.31336718,20.08707303,20.58660909,NA,2024-08-02T10:09:37.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
5007339,WHOSIS_000015,COUNTRY,PAN,AMR,YEAR,Americas,SEX,SEX_MLE,2016,NA,NA,NA,NA,NA,NA,21.5 [21.5-21.6],21.52468356,21.47130117,21.63432374,NA,2024-08-02T10:09:37.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
5007579,WHOSIS_000015,COUNTRY,CZE,EUR,YEAR,Europe,SEX,SEX_FMLE,2013,NA,NA,NA,NA,NA,NA,23.2 [23.2-23.3],23.23255776,23.19854414,23.32770114,NA,2024-08-02T10:09:37.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
5007731,WHOSIS_000015,COUNTRY,CIV,AFR,YEAR,Africa,SEX,SEX_BTSX,2001,NA,NA,NA,NA,NA,NA,14.6 [14.1-15.1],14.55571444,14.10028606,15.08309237,NA,2024-08-02T10:09:37.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
5010984,WHOSIS_000015,COUNTRY,BHR,EMR,YEAR,Eastern Mediterranean,SEX,SEX_FMLE,2012,NA,NA,NA,NA,NA,NA,18.4 [18.3-18.6],18.43385273,18.29871951,18.58502915,NA,2024-08-02T10:09:37.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
5011511,WHOSIS_000015,COUNTRY,ETH,AFR,YEAR,Africa,SEX,SEX_MLE,2001,NA,NA,NA,NA,NA,NA,13.5 [13.1-13.8],13.45023371,13.11560485,13.78503199,NA,2024-08-02T10:09:37.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
5012893,WHOSIS_000015,COUNTRY,BTN,SEAR,YEAR,South-East Asia,SEX,SEX_MLE,2016,NA,NA,NA,NA,NA,NA,19.6 [19.1-20.2],19.59466646,19.12785584,20.1530222,NA,2024-08-02T10:09:37.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
5013251,WHOSIS_000015,WORLDBANKINCOMEGROUP,WB_HI,NA,YEAR,NA,SEX,SEX_FMLE,2021,NA,NA,NA,NA,NA,NA,25.1 [25.1-25.2],25.11882103,25.10360173,25.19944299,NA,2024-08-02T10:09:37.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
5013410,WHOSIS_000015,COUNTRY,VNM,WPR,YEAR,Western Pacific,SEX,SEX_FMLE,2010,NA,NA,NA,NA,NA,NA,21.3 [20.8-21.7],21.25494176,20.84072596,21.65130809,NA,2024-08-02T10:09:37.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
5013803,WHOSIS_000015,COUNTRY,QAT,EMR,YEAR,Eastern Mediterranean,SEX,SEX_BTSX,2021,NA,NA,NA,NA,NA,NA,19.5 [18.9-20.3],19.47329241,18.89280355,20.30954154,NA,2024-08-02T10:09:37.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
5013897,WHOSIS_000015,COUNTRY,ATG,AMR,YEAR,Americas,SEX,SEX_MLE,2010,NA,NA,NA,NA,NA,NA,18.8 [18.6-19.0],18.76208401,18.58050268,18.99404819,NA,2024-08-02T10:09:37.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
5013954,WHOSIS_000015,COUNTRY,BIH,EUR,YEAR,Europe,SEX,SEX_BTSX,2020,NA,NA,NA,NA,NA,NA,19.1 [19.0-19.2],19.06506284,18.98408502,19.18261972,NA,2024-08-02T10:09:37.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
5015694,WHOSIS_000015,COUNTRY,NER,AFR,YEAR,Africa,SEX,SEX_FMLE,2012,NA,NA,NA,NA,NA,NA,17.2 [16.7-17.7],17.22991088,16.7477272,17.7467405,NA,2024-08-02T10:09:37.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
5020538,WHOSIS_000015,COUNTRY,AUS,WPR,YEAR,Western Pacific,SEX,SEX_FMLE,2018,NA,NA,NA,NA,NA,NA,26.9 [26.9-26.9],26.86161563,26.85473026,26.91378117,NA,2024-08-02T10:09:37.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
5020646,WHOSIS_000015,COUNTRY,BEL,EUR,YEAR,Europe,SEX,SEX_BTSX,2009,NA,NA,NA,NA,NA,NA,23.2 [23.2-23.2],23.16103018,23.1521686,23.22063747,NA,2024-08-02T10:09:37.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
5020896,WHOSIS_000015,COUNTRY,DEU,EUR,YEAR,Europe,SEX,SEX_FMLE,2006,NA,NA,NA,NA,NA,NA,24.4 [24.4-24.4],24.40355639,24.36117481,24.44593797,NA,2024-08-02T10:09:37.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
5021751,WHOSIS_000015,COUNTRY,AZE,EUR,YEAR,Europe,SEX,SEX_MLE,2002,NA,NA,NA,NA,NA,NA,14.9 [14.7-15.2],14.93131582,14.72689896,15.16964039,NA,2024-08-02T10:09:37.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
5021832,WHOSIS_000015,COUNTRY,AFG,EMR,YEAR,Eastern Mediterranean,SEX,SEX_FMLE,2011,NA,NA,NA,NA,NA,NA,14.4 [13.9-15.0],14.40582787,13.899562,15.04622161,NA,2024-08-02T10:09:37.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
5022171,WHOSIS_000015,COUNTRY,COL,AMR,YEAR,Americas,SEX,SEX_BTSX,2009,NA,NA,NA,NA,NA,NA,21.7 [21.7-21.7],21.66016224,21.65346752,21.70924448,NA,2024-08-02T10:09:37.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
5023806,WHOSIS_000015,COUNTRY,BLR,EUR,YEAR,Europe,SEX,SEX_MLE,2015,NA,NA,NA,NA,NA,NA,15.7 [15.6-15.7],15.67413126,15.62371146,15.71552032,NA,2024-08-02T10:09:37.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
5026402,WHOSIS_000015,COUNTRY,MUS,AFR,YEAR,Africa,SEX,SEX_BTSX,2003,NA,NA,NA,NA,NA,NA,18.1 [18.0-18.3],18.1424409,18.02467018,18.27435085,NA,2024-08-02T10:09:37.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
5027539,WHOSIS_000015,COUNTRY,HTI,AMR,YEAR,Americas,SEX,SEX_FMLE,2012,NA,NA,NA,NA,NA,NA,15.6 [15.0-16.3],15.64525236,15.03759784,16.29598391,NA,2024-08-02T10:09:37.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
5028023,WHOSIS_000015,COUNTRY,ETH,AFR,YEAR,Africa,SEX,SEX_MLE,2000,NA,NA,NA,NA,NA,NA,13.0 [12.7-13.4],13.03552956,12.70843188,13.41441376,NA,2024-08-02T10:09:37.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
5028324,WHOSIS_000015,COUNTRY,MEX,AMR,YEAR,Americas,SEX,SEX_BTSX,2012,NA,NA,NA,NA,NA,NA,21.9 [21.9-22.0],21.93331052,21.93199521,21.96606016,NA,2024-08-02T10:09:37.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
5030055,WHOSIS_000015,REGION,EUR,NA,YEAR,NA,SEX,SEX_MLE,2014,NA,NA,NA,NA,NA,NA,19.9 [19.8-19.9],19.86650297,19.82390646,19.93680608,NA,2024-08-02T10:09:37.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5033021,WHOSIS_000015,COUNTRY,JOR,EMR,YEAR,Eastern Mediterranean,SEX,SEX_BTSX,2015,NA,NA,NA,NA,NA,NA,22.4 [22.1-22.8],22.43139485,22.11945329,22.83363326,NA,2024-08-02T10:09:37.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
5034161,WHOSIS_000015,COUNTRY,CZE,EUR,YEAR,Europe,SEX,SEX_BTSX,2000,NA,NA,NA,NA,NA,NA,19.3 [19.3-19.4],19.33457177,19.30278504,19.40023689,NA,2024-08-02T10:09:37.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
5034468,WHOSIS_000015,COUNTRY,ZWE,AFR,YEAR,Africa,SEX,SEX_MLE,2005,NA,NA,NA,NA,NA,NA,11.5 [10.9-11.9],11.5124164,10.94716861,11.9355921,NA,2024-08-02T10:09:37.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
5034757,WHOSIS_000015,COUNTRY,ISL,EUR,YEAR,Europe,SEX,SEX_FMLE,2021,NA,NA,NA,NA,NA,NA,25.7,25.68368596,NA,NA,NA,2024-08-02T10:09:37.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
5036486,WHOSIS_000015,COUNTRY,BGD,SEAR,YEAR,South-East Asia,SEX,SEX_FMLE,2019,NA,NA,NA,NA,NA,NA,21.2 [20.7-21.7],21.1842422,20.69038572,21.73334434,NA,2024-08-02T10:09:37.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
5036571,WHOSIS_000015,COUNTRY,AUS,WPR,YEAR,Western Pacific,SEX,SEX_FMLE,2003,NA,NA,NA,NA,NA,NA,25.3 [25.3-25.3],25.27954008,25.27624056,25.34022442,NA,2024-08-02T10:09:37.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
5037557,WHOSIS_000015,COUNTRY,PAN,AMR,YEAR,Americas,SEX,SEX_BTSX,2003,NA,NA,NA,NA,NA,NA,21.9 [21.9-22.1],21.94718823,21.88132088,22.07552882,NA,2024-08-02T10:09:37.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
5037635,WHOSIS_000015,COUNTRY,BEN,AFR,YEAR,Africa,SEX,SEX_MLE,2003,NA,NA,NA,NA,NA,NA,15.2 [14.8-15.6],15.20458897,14.79886931,15.57151934,NA,2024-08-02T10:09:37.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
5038647,WHOSIS_000015,COUNTRY,SUR,AMR,YEAR,Americas,SEX,SEX_MLE,2001,NA,NA,NA,NA,NA,NA,17.9 [17.8-18.1],17.93693126,17.75904693,18.1074625,NA,2024-08-02T10:09:37.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
5040015,WHOSIS_000015,COUNTRY,PRK,SEAR,YEAR,South-East Asia,SEX,SEX_BTSX,2002,NA,NA,NA,NA,NA,NA,16.5 [15.9-17.3],16.47392568,15.85489858,17.28036137,NA,2024-08-02T10:09:37.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
5041106,WHOSIS_000015,COUNTRY,VCT,AMR,YEAR,Americas,SEX,SEX_MLE,2002,NA,NA,NA,NA,NA,NA,18.5 [18.3-18.7],18.5252874,18.34820818,18.69977996,NA,2024-08-02T10:09:37.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
5043016,WHOSIS_000015,COUNTRY,RUS,EUR,YEAR,Europe,SEX,SEX_MLE,2020,NA,NA,NA,NA,NA,NA,14.9 [14.9-14.9],14.89181016,14.87715335,14.89907277,NA,2024-08-02T10:09:37.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
5044805,WHOSIS_000015,COUNTRY,BEN,AFR,YEAR,Africa,SEX,SEX_FMLE,2017,NA,NA,NA,NA,NA,NA,18.7 [18.2-19.2],18.72448507,18.24298988,19.17541749,NA,2024-08-02T10:09:37.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
5045754,WHOSIS_000015,COUNTRY,WSM,WPR,YEAR,Western Pacific,SEX,SEX_FMLE,2012,NA,NA,NA,NA,NA,NA,18.2 [17.8-18.7],18.153624,17.8185425,18.65552092,NA,2024-08-02T10:09:37.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
5045777,WHOSIS_000015,COUNTRY,KGZ,EUR,YEAR,Europe,SEX,SEX_MLE,2010,NA,NA,NA,NA,NA,NA,15.5 [15.3-15.8],15.53120833,15.27615758,15.8493208,NA,2024-08-02T10:09:37.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
5045807,WHOSIS_000015,COUNTRY,OMN,EMR,YEAR,Eastern Mediterranean,SEX,SEX_MLE,2003,NA,NA,NA,NA,NA,NA,16.7 [16.2-17.4],16.74764856,16.20092382,17.4298597,NA,2024-08-02T10:09:37.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
5046040,WHOSIS_000015,COUNTRY,TLS,SEAR,YEAR,South-East Asia,SEX,SEX_FMLE,2008,NA,NA,NA,NA,NA,NA,18.5 [18.2-18.9],18.54226977,18.22075597,18.9300157,NA,2024-08-02T10:09:37.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
5046047,WHOSIS_000015,COUNTRY,ARE,EMR,YEAR,Eastern Mediterranean,SEX,SEX_MLE,2014,NA,NA,NA,NA,NA,NA,23.4 [23.0-23.9],23.35784301,22.96755088,23.93488437,NA,2024-08-02T10:09:37.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5046068,WHOSIS_000015,COUNTRY,AUS,WPR,YEAR,Western Pacific,SEX,SEX_MLE,2005,NA,NA,NA,NA,NA,NA,22.2 [22.2-22.3],22.20020372,22.1995417,22.2612328,NA,2024-08-02T10:09:37.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
5046123,WHOSIS_000015,COUNTRY,HND,AMR,YEAR,Americas,SEX,SEX_MLE,2015,NA,NA,NA,NA,NA,NA,16.9 [16.2-17.6],16.92584274,16.24156884,17.58256729,NA,2024-08-02T10:09:37.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
5047246,WHOSIS_000015,COUNTRY,RUS,EUR,YEAR,Europe,SEX,SEX_MLE,2011,NA,NA,NA,NA,NA,NA,15.1 [15.1-15.1],15.14047319,15.1266339,15.14409206,NA,2024-08-02T10:09:37.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
5047441,WHOSIS_000015,COUNTRY,SLB,WPR,YEAR,Western Pacific,SEX,SEX_MLE,2015,NA,NA,NA,NA,NA,NA,14.5 [13.7-15.3],14.49836863,13.72963249,15.34172939,NA,2024-08-02T10:09:37.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
5049087,WHOSIS_000015,COUNTRY,BEL,EUR,YEAR,Europe,SEX,SEX_FMLE,2020,NA,NA,NA,NA,NA,NA,24.7 [24.7-24.8],24.72659395,24.71318088,24.78879873,NA,2024-08-02T10:09:37.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
5049124,WHOSIS_000015,COUNTRY,GIN,AFR,YEAR,Africa,SEX,SEX_FMLE,2001,NA,NA,NA,NA,NA,NA,15.9 [15.5-16.3],15.86334083,15.48125871,16.25028758,NA,2024-08-02T10:09:37.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
5050120,WHOSIS_000015,COUNTRY,BRN,WPR,YEAR,Western Pacific,SEX,SEX_BTSX,2018,NA,NA,NA,NA,NA,NA,20.5 [20.3-20.8],20.51399392,20.26631013,20.81200898,NA,2024-08-02T10:09:37.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
5050995,WHOSIS_000015,COUNTRY,SOM,EMR,YEAR,Eastern Mediterranean,SEX,SEX_MLE,2021,NA,NA,NA,NA,NA,NA,11.3 [10.6-11.9],11.34530311,10.63695114,11.92406944,NA,2024-08-02T10:09:37.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
5051528,WHOSIS_000015,COUNTRY,SWZ,AFR,YEAR,Africa,SEX,SEX_FMLE,2003,NA,NA,NA,NA,NA,NA,13.3 [12.5-14.0],13.28674645,12.52592356,14.00526971,NA,2024-08-02T10:09:37.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
5052358,WHOSIS_000015,COUNTRY,HTI,AMR,YEAR,Americas,SEX,SEX_MLE,2015,NA,NA,NA,NA,NA,NA,16.1 [15.2-17.1],16.14093912,15.2302737,17.09520528,NA,2024-08-02T10:09:37.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
5052436,WHOSIS_000015,COUNTRY,JAM,AMR,YEAR,Americas,SEX,SEX_BTSX,2000,NA,NA,NA,NA,NA,NA,18.6 [18.5-18.7],18.62445194,18.53902572,18.73729059,NA,2024-08-02T10:09:37.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
5053491,WHOSIS_000015,COUNTRY,ITA,EUR,YEAR,Europe,SEX,SEX_BTSX,2015,NA,NA,NA,NA,NA,NA,24.5 [24.4-24.5],24.48195461,24.43740431,24.5265049,NA,2024-08-02T10:09:37.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
5053838,WHOSIS_000015,COUNTRY,SGP,WPR,YEAR,Western Pacific,SEX,SEX_MLE,2020,NA,NA,NA,NA,NA,NA,24.0 [23.9-24.0],23.95729098,23.92327642,24.03666691,NA,2024-08-02T10:09:37.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
5056805,WHOSIS_000015,COUNTRY,PRI,AMR,YEAR,Americas,SEX,SEX_BTSX,2006,NA,NA,NA,NA,NA,NA,23.3 [23.2-23.4],23.32015574,23.24462458,23.43732538,NA,2024-08-02T10:09:37.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
5058006,WHOSIS_000015,COUNTRY,PER,AMR,YEAR,Americas,SEX,SEX_BTSX,2021,NA,NA,NA,NA,NA,NA,18.4 [18.0-18.9],18.41650958,18.02090473,18.85370695,NA,2024-08-02T10:09:37.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
5059727,WHOSIS_000015,COUNTRY,CYP,EUR,YEAR,Europe,SEX,SEX_MLE,2014,NA,NA,NA,NA,NA,NA,22.6 [22.4-22.9],22.61797002,22.40213944,22.87355262,NA,2024-08-02T10:09:37.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5063389,WHOSIS_000015,COUNTRY,MNG,WPR,YEAR,Western Pacific,SEX,SEX_FMLE,2017,NA,NA,NA,NA,NA,NA,19.8 [19.6-20.0],19.76535593,19.58520177,20.03152106,NA,2024-08-02T10:09:37.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
5063929,WHOSIS_000015,COUNTRY,BTN,SEAR,YEAR,South-East Asia,SEX,SEX_BTSX,2015,NA,NA,NA,NA,NA,NA,20.0 [19.6-20.4],20.00104744,19.58420619,20.43640756,NA,2024-08-02T10:09:37.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
5064272,WHOSIS_000015,COUNTRY,ZWE,AFR,YEAR,Africa,SEX,SEX_FMLE,2016,NA,NA,NA,NA,NA,NA,15.1 [14.5-15.5],15.05331431,14.54250935,15.53095785,NA,2024-08-02T10:09:37.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
5064549,WHOSIS_000015,COUNTRY,POL,EUR,YEAR,Europe,SEX,SEX_BTSX,2005,NA,NA,NA,NA,NA,NA,20.1 [20.1-20.1],20.10291078,20.09320686,20.13989593,NA,2024-08-02T10:09:37.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
5064882,WHOSIS_000015,COUNTRY,FIN,EUR,YEAR,Europe,SEX,SEX_BTSX,2006,NA,NA,NA,NA,NA,NA,23.0 [22.9-23.0],22.95221731,22.9243442,23.02776965,NA,2024-08-02T10:09:37.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
5065127,WHOSIS_000015,COUNTRY,BFA,AFR,YEAR,Africa,SEX,SEX_MLE,2012,NA,NA,NA,NA,NA,NA,14.5 [14.2-15.0],14.54697512,14.16404105,14.98509358,NA,2024-08-02T10:09:37.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
5066514,WHOSIS_000015,COUNTRY,BGD,SEAR,YEAR,South-East Asia,SEX,SEX_FMLE,2014,NA,NA,NA,NA,NA,NA,20.9 [20.5-21.2],20.86661198,20.52766156,21.20950913,NA,2024-08-02T10:09:37.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5066578,WHOSIS_000015,COUNTRY,SOM,EMR,YEAR,Eastern Mediterranean,SEX,SEX_MLE,2004,NA,NA,NA,NA,NA,NA,11.4 [10.9-11.9],11.41895446,10.92290222,11.92632256,NA,2024-08-02T10:09:37.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
5068069,WHOSIS_000015,COUNTRY,NGA,AFR,YEAR,Africa,SEX,SEX_MLE,2000,NA,NA,NA,NA,NA,NA,15.6 [14.8-16.6],15.59815811,14.79881581,16.64386782,NA,2024-08-02T10:09:37.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
5068698,WHOSIS_000015,COUNTRY,CRI,AMR,YEAR,Americas,SEX,SEX_BTSX,2014,NA,NA,NA,NA,NA,NA,24.5 [24.4-24.6],24.48536162,24.42344441,24.58264059,NA,2024-08-02T10:09:37.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5071435,WHOSIS_000015,COUNTRY,CUB,AMR,YEAR,Americas,SEX,SEX_BTSX,2010,NA,NA,NA,NA,NA,NA,21.7 [21.7-21.8],21.72046809,21.68568944,21.79996233,NA,2024-08-02T10:09:37.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
5072098,WHOSIS_000015,COUNTRY,CIV,AFR,YEAR,Africa,SEX,SEX_FMLE,2003,NA,NA,NA,NA,NA,NA,16.8 [16.3-17.4],16.78361774,16.25412682,17.37644275,NA,2024-08-02T10:09:37.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
5072981,WHOSIS_000015,COUNTRY,TZA,AFR,YEAR,Africa,SEX,SEX_BTSX,2001,NA,NA,NA,NA,NA,NA,15.6 [15.2-16.0],15.60307643,15.24044574,16.04677569,NA,2024-08-02T10:09:37.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
5075577,WHOSIS_000015,COUNTRY,MEX,AMR,YEAR,Americas,SEX,SEX_MLE,2006,NA,NA,NA,NA,NA,NA,20.8 [20.8-20.9],20.81746387,20.80963203,20.85126302,NA,2024-08-02T10:09:37.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
5075699,WHOSIS_000015,REGION,EUR,NA,YEAR,NA,SEX,SEX_FMLE,2000,NA,NA,NA,NA,NA,NA,21.5 [21.4-21.5],21.47460832,21.44920715,21.54518203,NA,2024-08-02T10:09:37.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
5076548,WHOSIS_000015,COUNTRY,CHE,EUR,YEAR,Europe,SEX,SEX_BTSX,2004,NA,NA,NA,NA,NA,NA,23.9 [23.9-23.9],23.87498263,23.86165549,23.94607026,NA,2024-08-02T10:09:37.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
5077404,WHOSIS_000015,COUNTRY,GHA,AFR,YEAR,Africa,SEX,SEX_BTSX,2021,NA,NA,NA,NA,NA,NA,16.7 [16.2-17.4],16.74918266,16.1711753,17.35395226,NA,2024-08-02T10:09:37.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
5078889,WHOSIS_000015,COUNTRY,VNM,WPR,YEAR,Western Pacific,SEX,SEX_MLE,2006,NA,NA,NA,NA,NA,NA,16.1 [15.8-16.4],16.09109899,15.78569493,16.38423355,NA,2024-08-02T10:09:37.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
5078973,WHOSIS_000015,COUNTRY,HND,AMR,YEAR,Americas,SEX,SEX_BTSX,2002,NA,NA,NA,NA,NA,NA,19.3 [18.6-20.1],19.27760108,18.59535704,20.07218567,NA,2024-08-02T10:09:37.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
5079372,WHOSIS_000015,COUNTRY,PRT,EUR,YEAR,Europe,SEX,SEX_MLE,2017,NA,NA,NA,NA,NA,NA,21.9 [21.9-21.9],21.88019549,21.8604453,21.9327749,NA,2024-08-02T10:09:37.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
5080848,WHOSIS_000015,COUNTRY,ETH,AFR,YEAR,Africa,SEX,SEX_MLE,2002,NA,NA,NA,NA,NA,NA,13.8 [13.5-14.2],13.77785171,13.45879611,14.1655099,NA,2024-08-02T10:09:37.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
5081411,WHOSIS_000015,COUNTRY,PHL,WPR,YEAR,Western Pacific,SEX,SEX_BTSX,2006,NA,NA,NA,NA,NA,NA,18.0 [17.7-18.3],17.95112864,17.66778088,18.25596397,NA,2024-08-02T10:09:37.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
5081531,WHOSIS_000015,COUNTRY,DJI,EMR,YEAR,Eastern Mediterranean,SEX,SEX_MLE,2020,NA,NA,NA,NA,NA,NA,15.4 [14.7-16.1],15.42158136,14.68833025,16.09882414,NA,2024-08-02T10:09:37.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
5081607,WHOSIS_000015,COUNTRY,UKR,EUR,YEAR,Europe,SEX,SEX_FMLE,2009,NA,NA,NA,NA,NA,NA,19.8 [19.8-19.8],19.80724654,19.76698425,19.84750882,NA,2024-08-02T10:09:37.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
