Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
2354180,WHOSIS_000015,COUNTRY,TJK,EUR,YEAR,Europe,SEX,SEX_MLE,2016,NA,NA,NA,NA,NA,NA,18.8 [18.5-19.2],18.8327895,18.51116371,19.21031547,NA,2024-08-02T10:09:37.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
2354198,WHOSIS_000015,COUNTRY,OMN,EMR,YEAR,Eastern Mediterranean,SEX,SEX_MLE,2001,NA,NA,NA,NA,NA,NA,16.4 [15.8-17.1],16.40965159,15.82479415,17.11227634,NA,2024-08-02T10:09:37.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
2354722,WHOSIS_000015,COUNTRY,NGA,AFR,YEAR,Africa,SEX,SEX_MLE,2004,NA,NA,NA,NA,NA,NA,16.0 [15.2-16.9],16.01849652,15.19620728,16.90114965,NA,2024-08-02T10:09:37.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
2355595,WHOSIS_000015,COUNTRY,ZAF,AFR,YEAR,Africa,SEX,SEX_MLE,2008,NA,NA,NA,NA,NA,NA,14.5 [14.4-14.5],14.48411287,14.39852026,14.53855268,NA,2024-08-02T10:09:37.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
2359488,WHOSIS_000015,COUNTRY,ESP,EUR,YEAR,Europe,SEX,SEX_FMLE,2002,NA,NA,NA,NA,NA,NA,25.1 [25.0-25.1],25.06508347,25.01489069,25.11527626,NA,2024-08-02T10:09:37.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
2359687,WHOSIS_000015,COUNTRY,CHL,AMR,YEAR,Americas,SEX,SEX_MLE,2001,NA,NA,NA,NA,NA,NA,19.4 [19.4-19.5],19.44554331,19.42771359,19.48381827,NA,2024-08-02T10:09:37.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
2359779,WHOSIS_000015,COUNTRY,CAN,AMR,YEAR,Americas,SEX,SEX_MLE,2019,NA,NA,NA,NA,NA,NA,23.7 [23.7-23.7],23.66357611,23.65934033,23.70930685,NA,2024-08-02T10:09:37.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2360378,WHOSIS_000015,COUNTRY,MDA,EUR,YEAR,Europe,SEX,SEX_FMLE,2009,NA,NA,NA,NA,NA,NA,17.8 [17.7-17.9],17.78590089,17.7368617,17.86439682,NA,2024-08-02T10:09:37.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
2360581,WHOSIS_000015,COUNTRY,TJK,EUR,YEAR,Europe,SEX,SEX_FMLE,2018,NA,NA,NA,NA,NA,NA,20.5 [20.2-20.9],20.50660091,20.18056732,20.87745281,NA,2024-08-02T10:09:37.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
2361222,WHOSIS_000015,COUNTRY,LBY,EMR,YEAR,Eastern Mediterranean,SEX,SEX_BTSX,2000,NA,NA,NA,NA,NA,NA,20.9 [20.6-21.2],20.92264564,20.60606594,21.2342569,NA,2024-08-02T10:09:37.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
2362946,WHOSIS_000015,COUNTRY,LVA,EUR,YEAR,Europe,SEX,SEX_MLE,2018,NA,NA,NA,NA,NA,NA,17.2 [17.1-17.3],17.15295833,17.06913068,17.27238711,NA,2024-08-02T10:09:37.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
2363216,WHOSIS_000015,COUNTRY,KEN,AFR,YEAR,Africa,SEX,SEX_MLE,2018,NA,NA,NA,NA,NA,NA,15.7 [15.2-16.2],15.69251487,15.18722888,16.17664702,NA,2024-08-02T10:09:37.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
2363328,WHOSIS_000015,COUNTRY,BTN,SEAR,YEAR,South-East Asia,SEX,SEX_FMLE,2014,NA,NA,NA,NA,NA,NA,20.4 [20.0-21.0],20.43135734,20.0331408,20.96946767,NA,2024-08-02T10:09:37.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
2365426,WHOSIS_000015,COUNTRY,JAM,AMR,YEAR,Americas,SEX,SEX_MLE,2009,NA,NA,NA,NA,NA,NA,17.4 [17.3-17.5],17.37718559,17.30600343,17.48002575,NA,2024-08-02T10:09:37.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
2365620,WHOSIS_000015,COUNTRY,MYS,WPR,YEAR,Western Pacific,SEX,SEX_FMLE,2007,NA,NA,NA,NA,NA,NA,20.0 [20.0-20.1],20.01587373,20.00016644,20.07263673,NA,2024-08-02T10:09:37.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
2366292,WHOSIS_000015,COUNTRY,PRT,EUR,YEAR,Europe,SEX,SEX_BTSX,2015,NA,NA,NA,NA,NA,NA,23.8 [23.8-23.9],23.80278907,23.79443014,23.86170171,NA,2024-08-02T10:09:37.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
2366371,WHOSIS_000015,COUNTRY,BIH,EUR,YEAR,Europe,SEX,SEX_BTSX,2009,NA,NA,NA,NA,NA,NA,20.5 [20.5-20.7],20.54174563,20.45541946,20.67675718,NA,2024-08-02T10:09:37.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
2367186,WHOSIS_000015,COUNTRY,JPN,WPR,YEAR,Western Pacific,SEX,SEX_MLE,2016,NA,NA,NA,NA,NA,NA,24.0 [24.0-24.0],24.00596354,23.967876,24.04405108,NA,2024-08-02T10:09:37.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
2367436,WHOSIS_000015,COUNTRY,SUR,AMR,YEAR,Americas,SEX,SEX_BTSX,2017,NA,NA,NA,NA,NA,NA,20.9 [20.7-21.1],20.87406606,20.7184435,21.05507121,NA,2024-08-02T10:09:37.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
2369271,WHOSIS_000015,COUNTRY,CPV,AFR,YEAR,Africa,SEX,SEX_BTSX,2017,NA,NA,NA,NA,NA,NA,21.1 [20.7-21.6],21.10569734,20.67904212,21.59928047,NA,2024-08-02T10:09:37.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
2369911,WHOSIS_000015,COUNTRY,GEO,EUR,YEAR,Europe,SEX,SEX_FMLE,2001,NA,NA,NA,NA,NA,NA,20.2 [20.0-20.4],20.15976814,20.01812034,20.38411631,NA,2024-08-02T10:09:37.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
2370116,WHOSIS_000015,COUNTRY,GNQ,AFR,YEAR,Africa,SEX,SEX_MLE,2015,NA,NA,NA,NA,NA,NA,16.1 [15.3-16.9],16.11669901,15.27721359,16.88226287,NA,2024-08-02T10:09:37.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
2371881,WHOSIS_000015,COUNTRY,LBR,AFR,YEAR,Africa,SEX,SEX_BTSX,2014,NA,NA,NA,NA,NA,NA,15.9 [15.4-16.6],15.92656309,15.39493763,16.61259534,NA,2024-08-02T10:09:37.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
2372496,WHOSIS_000015,COUNTRY,ZAF,AFR,YEAR,Africa,SEX,SEX_MLE,2003,NA,NA,NA,NA,NA,NA,14.4 [14.3-14.5],14.40429993,14.31931263,14.45797419,NA,2024-08-02T10:09:37.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
2372516,WHOSIS_000015,COUNTRY,KIR,WPR,YEAR,Western Pacific,SEX,SEX_BTSX,2002,NA,NA,NA,NA,NA,NA,14.4 [13.9-14.7],14.3594099,13.94416579,14.72989304,NA,2024-08-02T10:09:37.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
2372728,WHOSIS_000015,COUNTRY,PER,AMR,YEAR,Americas,SEX,SEX_BTSX,2013,NA,NA,NA,NA,NA,NA,24.6 [24.2-25.0],24.56185636,24.20106487,25.0392642,NA,2024-08-02T10:09:37.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
2372940,WHOSIS_000015,COUNTRY,NZL,WPR,YEAR,Western Pacific,SEX,SEX_MLE,2017,NA,NA,NA,NA,NA,NA,23.1 [23.1-23.1],23.08455791,23.060265,23.14968905,NA,2024-08-02T10:09:37.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
2372968,WHOSIS_000015,COUNTRY,VNM,WPR,YEAR,Western Pacific,SEX,SEX_MLE,2019,NA,NA,NA,NA,NA,NA,16.8 [16.4-17.2],16.81667055,16.37942653,17.23431731,NA,2024-08-02T10:09:37.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2373194,WHOSIS_000015,REGION,EMR,NA,YEAR,NA,SEX,SEX_MLE,2003,NA,NA,NA,NA,NA,NA,16.9 [16.5-17.3],16.87173155,16.52254976,17.27546148,NA,2024-08-02T10:09:37.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
2374417,WHOSIS_000015,COUNTRY,JOR,EMR,YEAR,Eastern Mediterranean,SEX,SEX_FMLE,2003,NA,NA,NA,NA,NA,NA,18.1 [17.7-18.5],18.05490091,17.67759804,18.52205404,NA,2024-08-02T10:09:37.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
2374554,WHOSIS_000015,COUNTRY,SOM,EMR,YEAR,Eastern Mediterranean,SEX,SEX_MLE,2008,NA,NA,NA,NA,NA,NA,11.7 [11.3-12.3],11.70511123,11.28210347,12.27690976,NA,2024-08-02T10:09:37.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
2376467,WHOSIS_000015,COUNTRY,KOR,WPR,YEAR,Western Pacific,SEX,SEX_FMLE,2007,NA,NA,NA,NA,NA,NA,24.8 [24.7-24.8],24.79076655,24.73212253,24.84941056,NA,2024-08-02T10:09:37.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
2378213,WHOSIS_000015,COUNTRY,QAT,EMR,YEAR,Eastern Mediterranean,SEX,SEX_MLE,2006,NA,NA,NA,NA,NA,NA,15.7 [15.2-16.3],15.71867463,15.22896439,16.26735539,NA,2024-08-02T10:09:37.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
2378809,WHOSIS_000015,COUNTRY,CZE,EUR,YEAR,Europe,SEX,SEX_FMLE,2002,NA,NA,NA,NA,NA,NA,21.4 [21.3-21.4],21.3567544,21.32317642,21.42926878,NA,2024-08-02T10:09:37.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
2380869,WHOSIS_000015,COUNTRY,IRN,EMR,YEAR,Eastern Mediterranean,SEX,SEX_FMLE,2019,NA,NA,NA,NA,NA,NA,22.7 [22.6-22.8],22.70798814,22.64476493,22.84350122,NA,2024-08-02T10:09:37.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2382687,WHOSIS_000015,COUNTRY,SOM,EMR,YEAR,Eastern Mediterranean,SEX,SEX_FMLE,2010,NA,NA,NA,NA,NA,NA,13.3 [12.7-13.9],13.30924456,12.70867208,13.88680755,NA,2024-08-02T10:09:37.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
2384594,WHOSIS_000015,COUNTRY,GUY,AMR,YEAR,Americas,SEX,SEX_BTSX,2001,NA,NA,NA,NA,NA,NA,16.4 [16.0-16.8],16.38875218,16.03796447,16.76056679,NA,2024-08-02T10:09:37.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
2385087,WHOSIS_000015,COUNTRY,GHA,AFR,YEAR,Africa,SEX,SEX_MLE,2015,NA,NA,NA,NA,NA,NA,14.9 [14.5-15.4],14.94907937,14.50863417,15.4282832,NA,2024-08-02T10:09:37.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
2385713,WHOSIS_000015,COUNTRY,GEO,EUR,YEAR,Europe,SEX,SEX_MLE,2016,NA,NA,NA,NA,NA,NA,15.7 [15.6-15.8],15.70455519,15.6478506,15.77203236,NA,2024-08-02T10:09:37.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
2386184,WHOSIS_000015,COUNTRY,CPV,AFR,YEAR,Africa,SEX,SEX_MLE,2012,NA,NA,NA,NA,NA,NA,20.4 [19.9-21.0],20.40349459,19.93888199,20.99946767,NA,2024-08-02T10:09:37.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
2387443,WHOSIS_000015,COUNTRY,LBR,AFR,YEAR,Africa,SEX,SEX_FMLE,2021,NA,NA,NA,NA,NA,NA,16.9 [16.2-17.6],16.85420069,16.22529761,17.58211176,NA,2024-08-02T10:09:37.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
2387939,WHOSIS_000015,COUNTRY,KOR,WPR,YEAR,Western Pacific,SEX,SEX_BTSX,2006,NA,NA,NA,NA,NA,NA,22.4 [22.3-22.4],22.37965871,22.33308248,22.42623494,NA,2024-08-02T10:09:37.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
2389030,WHOSIS_000015,COUNTRY,FRA,EUR,YEAR,Europe,SEX,SEX_BTSX,2001,NA,NA,NA,NA,NA,NA,23.1 [23.1-23.2],23.12577783,23.08689231,23.16466335,NA,2024-08-02T10:09:37.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
2389077,WHOSIS_000015,COUNTRY,ETH,AFR,YEAR,Africa,SEX,SEX_FMLE,2021,NA,NA,NA,NA,NA,NA,18.5 [18.2-19.0],18.54219875,18.16135319,19.02571316,NA,2024-08-02T10:09:37.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
2391918,WHOSIS_000015,COUNTRY,SEN,AFR,YEAR,Africa,SEX,SEX_FMLE,2005,NA,NA,NA,NA,NA,NA,17.9 [17.5-18.2],17.88701361,17.52931674,18.2062154,NA,2024-08-02T10:09:37.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
2392766,WHOSIS_000015,COUNTRY,LAO,WPR,YEAR,Western Pacific,SEX,SEX_BTSX,2018,NA,NA,NA,NA,NA,NA,17.4 [16.9-18.0],17.39214196,16.86115183,18.02144711,NA,2024-08-02T10:09:37.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
2393284,WHOSIS_000015,COUNTRY,SYC,AFR,YEAR,Africa,SEX,SEX_MLE,2020,NA,NA,NA,NA,NA,NA,22.2 [21.9-22.5],22.208318,21.94299689,22.46912932,NA,2024-08-02T10:09:37.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
2393489,WHOSIS_000015,COUNTRY,KGZ,EUR,YEAR,Europe,SEX,SEX_BTSX,2014,NA,NA,NA,NA,NA,NA,18.0 [17.8-18.2],17.99086662,17.76674338,18.23901962,NA,2024-08-02T10:09:37.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
2394413,WHOSIS_000015,COUNTRY,GEO,EUR,YEAR,Europe,SEX,SEX_BTSX,2005,NA,NA,NA,NA,NA,NA,18.8 [18.7-18.9],18.80386282,18.74094813,18.89172827,NA,2024-08-02T10:09:37.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
2394560,WHOSIS_000015,COUNTRY,UGA,AFR,YEAR,Africa,SEX,SEX_MLE,2018,NA,NA,NA,NA,NA,NA,15.5 [14.9-16.0],15.47843623,14.94820174,15.9948153,NA,2024-08-02T10:09:37.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
2394753,WHOSIS_000015,COUNTRY,NZL,WPR,YEAR,Western Pacific,SEX,SEX_BTSX,2008,NA,NA,NA,NA,NA,NA,23.6 [23.6-23.7],23.64390773,23.62216094,23.72072283,NA,2024-08-02T10:09:37.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
2397723,WHOSIS_000015,COUNTRY,PRK,SEAR,YEAR,South-East Asia,SEX,SEX_MLE,2006,NA,NA,NA,NA,NA,NA,15.8 [15.5-16.1],15.79993129,15.51489195,16.07442839,NA,2024-08-02T10:09:37.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
2399096,WHOSIS_000015,COUNTRY,BWA,AFR,YEAR,Africa,SEX,SEX_FMLE,2003,NA,NA,NA,NA,NA,NA,17.3 [16.3-18.6],17.27040878,16.27098799,18.56143461,NA,2024-08-02T10:09:37.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
2399333,WHOSIS_000015,COUNTRY,HND,AMR,YEAR,Americas,SEX,SEX_MLE,2000,NA,NA,NA,NA,NA,NA,19.4 [18.6-20.3],19.41553538,18.55526293,20.33067625,NA,2024-08-02T10:09:37.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
2399621,WHOSIS_000015,COUNTRY,MDA,EUR,YEAR,Europe,SEX,SEX_FMLE,2001,NA,NA,NA,NA,NA,NA,16.7 [16.7-16.8],16.70207696,16.6571181,16.77851665,NA,2024-08-02T10:09:37.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
2399893,WHOSIS_000015,COUNTRY,LCA,AMR,YEAR,Americas,SEX,SEX_MLE,2001,NA,NA,NA,NA,NA,NA,18.3 [18.1-18.4],18.26910946,18.11292747,18.42099516,NA,2024-08-02T10:09:37.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
2400392,WHOSIS_000015,COUNTRY,IND,SEAR,YEAR,South-East Asia,SEX,SEX_MLE,2006,NA,NA,NA,NA,NA,NA,17.0 [16.9-17.2],17.01513068,16.85010523,17.21676687,NA,2024-08-02T10:09:37.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
2400639,WHOSIS_000015,COUNTRY,JPN,WPR,YEAR,Western Pacific,SEX,SEX_FMLE,2006,NA,NA,NA,NA,NA,NA,27.9 [27.8-27.9],27.86181726,27.81911216,27.90452236,NA,2024-08-02T10:09:37.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
2401782,WHOSIS_000015,COUNTRY,FIN,EUR,YEAR,Europe,SEX,SEX_BTSX,2021,NA,NA,NA,NA,NA,NA,24.2 [24.1-24.2],24.159705,24.12255407,24.24499855,NA,2024-08-02T10:09:37.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
2404013,WHOSIS_000015,COUNTRY,PSE,EMR,YEAR,Eastern Mediterranean,SEX,SEX_FMLE,2021,NA,NA,NA,NA,NA,NA,19.6 [19.3-20.0],19.57140173,19.26065523,19.96671624,NA,2024-08-02T10:09:37.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
2404196,WHOSIS_000015,COUNTRY,CAF,AFR,YEAR,Africa,SEX,SEX_FMLE,2002,NA,NA,NA,NA,NA,NA,12.8 [12.1-13.5],12.80068054,12.05147684,13.51440218,NA,2024-08-02T10:09:37.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
2404915,WHOSIS_000015,COUNTRY,ITA,EUR,YEAR,Europe,SEX,SEX_BTSX,2017,NA,NA,NA,NA,NA,NA,24.7 [24.7-24.8],24.72623792,24.68273179,24.76974405,NA,2024-08-02T10:09:37.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
2405405,WHOSIS_000015,COUNTRY,HUN,EUR,YEAR,Europe,SEX,SEX_BTSX,2002,NA,NA,NA,NA,NA,NA,18.7 [18.7-18.8],18.71290307,18.67752881,18.76675666,NA,2024-08-02T10:09:37.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
2407985,WHOSIS_000015,COUNTRY,KHM,WPR,YEAR,Western Pacific,SEX,SEX_MLE,2006,NA,NA,NA,NA,NA,NA,15.0 [14.6-15.4],14.97428013,14.60355435,15.3635676,NA,2024-08-02T10:09:37.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
2409720,WHOSIS_000015,COUNTRY,KEN,AFR,YEAR,Africa,SEX,SEX_BTSX,2007,NA,NA,NA,NA,NA,NA,16.3 [16.0-16.6],16.34251412,15.97603552,16.63777346,NA,2024-08-02T10:09:37.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
2411223,WHOSIS_000015,COUNTRY,VUT,WPR,YEAR,Western Pacific,SEX,SEX_MLE,2002,NA,NA,NA,NA,NA,NA,14.1 [13.6-14.5],14.09870463,13.59028242,14.50552803,NA,2024-08-02T10:09:37.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
2411231,WHOSIS_000015,COUNTRY,AZE,EUR,YEAR,Europe,SEX,SEX_MLE,2018,NA,NA,NA,NA,NA,NA,18.8 [18.6-19.0],18.78453482,18.59759223,18.99801234,NA,2024-08-02T10:09:37.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
2411421,WHOSIS_000015,COUNTRY,TKM,EUR,YEAR,Europe,SEX,SEX_MLE,2006,NA,NA,NA,NA,NA,NA,14.3 [14.2-14.3],14.2569728,14.19938844,14.30615151,NA,2024-08-02T10:09:37.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
2412034,WHOSIS_000015,REGION,AFR,NA,YEAR,NA,SEX,SEX_BTSX,2014,NA,NA,NA,NA,NA,NA,17.0 [16.5-17.6],17.02623801,16.4942499,17.61347661,NA,2024-08-02T10:09:37.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
2413533,WHOSIS_000015,COUNTRY,SDN,EMR,YEAR,Eastern Mediterranean,SEX,SEX_BTSX,2009,NA,NA,NA,NA,NA,NA,18.4 [17.7-19.1],18.44283064,17.68834254,19.10544541,NA,2024-08-02T10:09:37.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
2413866,WHOSIS_000015,COUNTRY,OMN,EMR,YEAR,Eastern Mediterranean,SEX,SEX_BTSX,2018,NA,NA,NA,NA,NA,NA,19.3 [18.8-19.7],19.25935557,18.82656097,19.70189906,NA,2024-08-02T10:09:37.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
2417260,WHOSIS_000015,COUNTRY,LTU,EUR,YEAR,Europe,SEX,SEX_FMLE,2009,NA,NA,NA,NA,NA,NA,22.4 [22.3-22.5],22.3859811,22.32290443,22.49520718,NA,2024-08-02T10:09:37.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
2417939,WHOSIS_000015,COUNTRY,KWT,EMR,YEAR,Eastern Mediterranean,SEX,SEX_FMLE,2008,NA,NA,NA,NA,NA,NA,24.2 [24.1-24.3],24.15412881,24.0715494,24.30479862,NA,2024-08-02T10:09:37.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
2418056,WHOSIS_000015,COUNTRY,GNQ,AFR,YEAR,Africa,SEX,SEX_BTSX,2018,NA,NA,NA,NA,NA,NA,17.1 [16.2-18.3],17.06746823,16.17456258,18.25826426,NA,2024-08-02T10:09:37.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
2418515,WHOSIS_000015,COUNTRY,ITA,EUR,YEAR,Europe,SEX,SEX_FMLE,2001,NA,NA,NA,NA,NA,NA,24.8 [24.7-24.8],24.76260152,24.71668413,24.80851891,NA,2024-08-02T10:09:37.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
2418880,WHOSIS_000015,COUNTRY,PER,AMR,YEAR,Americas,SEX,SEX_BTSX,2000,NA,NA,NA,NA,NA,NA,22.8 [22.5-23.2],22.80997773,22.45139977,23.21039735,NA,2024-08-02T10:09:37.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
2420119,WHOSIS_000015,COUNTRY,SVK,EUR,YEAR,Europe,SEX,SEX_MLE,2004,NA,NA,NA,NA,NA,NA,16.5 [16.4-16.5],16.45902004,16.4013006,16.51369547,NA,2024-08-02T10:09:37.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
2420268,WHOSIS_000015,COUNTRY,MEX,AMR,YEAR,Americas,SEX,SEX_BTSX,2021,NA,NA,NA,NA,NA,NA,18.5 [18.5-18.5],18.51487998,18.50136501,18.53586053,NA,2024-08-02T10:09:37.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
2420867,WHOSIS_000015,COUNTRY,THA,SEAR,YEAR,South-East Asia,SEX,SEX_MLE,2021,NA,NA,NA,NA,NA,NA,21.8 [21.0-22.8],21.77868119,20.98850538,22.82845497,NA,2024-08-02T10:09:37.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
2420912,WHOSIS_000015,COUNTRY,JOR,EMR,YEAR,Eastern Mediterranean,SEX,SEX_FMLE,2011,NA,NA,NA,NA,NA,NA,21.0 [20.7-21.3],20.98111033,20.72536046,21.28453029,NA,2024-08-02T10:09:37.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
2420942,WHOSIS_000015,REGION,EUR,NA,YEAR,NA,SEX,SEX_MLE,2008,NA,NA,NA,NA,NA,NA,18.8 [18.7-18.8],18.78098359,18.73632079,18.84867079,NA,2024-08-02T10:09:37.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
2422857,WHOSIS_000015,COUNTRY,JPN,WPR,YEAR,Western Pacific,SEX,SEX_FMLE,2019,NA,NA,NA,NA,NA,NA,28.9 [28.9-28.9],28.85957553,28.85801297,28.91001813,NA,2024-08-02T10:09:37.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2423583,WHOSIS_000015,COUNTRY,MRT,AFR,YEAR,Africa,SEX,SEX_BTSX,2000,NA,NA,NA,NA,NA,NA,17.0 [16.6-17.5],17.01845858,16.57821331,17.45638859,NA,2024-08-02T10:09:37.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
2424098,WHOSIS_000015,COUNTRY,ITA,EUR,YEAR,Europe,SEX,SEX_FMLE,2018,NA,NA,NA,NA,NA,NA,26.5 [26.4-26.5],26.48242643,26.43370408,26.53114877,NA,2024-08-02T10:09:37.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
